price,dist1,dist2,dist3,rooms,square,floor,type1,type2,type3,metro
12 000 грн,Дніпровський,Київ,,2 кімнати,52 / - / 12 м²,поверх 6 з 9,,,,0
14 999 грн,Жуляни,Святошинський,Київ,2 кімнати,110 / - / 25 м²,поверх 1 з 2,,,,0
7 000 грн,Нивки,Шевченківський,Київ,2 кімнати,47 / - / 7 м²,поверх 8 з 9,спец. проект,цегляний будинок,1972.0,0
8 999 грн,Нивки,Шевченківський,Київ,2 кімнати,55 / - / 12 м²,поверх 5 з 9,,,,0
13 000 грн,Відрадний,Солом'янський,Київ,2 кімнати,46 / - / 7 м²,поверх 2 з 5,хрущівка,цегляний будинок,1961.0,0
15 000 грн,ЖК Teleskop ( Річард Хаус),Позняки,Дарницький,2 кімнати,42 / - / 15 м²,поверх 11 з 25,спец. проект,монолітно-каркасний,2019.0,0
10 000 грн,Оболонь,Оболонський,Київ,2 кімнати,50 / - / 10 м²,поверх 2 з 9,цегляний будинок,,,0
12 500 грн,Вишгородський масив,Оболонський,Київ,2 кімнати,50 / - / 8 м²,поверх 8 з 9,серія 87,цегляний будинок,1990.0,0
9 000 грн,Лісовий,Деснянський,Київ,2 кімнати,45 / - / 7 м²,поверх 3 з 9,панельні,1970,,0
18 500 грн,ЖК просп. Правди,Подільський,Київ,2 кімнати,45 / 15 / 20 м²,поверх 12 з 25,,,,0
45 960 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,2 кімнати,50 / 40 / 10 м²,поверх 23 з 30,спец. проект,монолітно-каркасний,2014.0,0
17 999 грн,Позняки,Дарницький,Київ,2 кімнати,72 / 40 / 12 м²,поверх 11 з 26,серія Т,утеплена панель,2010.0,0
38 300 грн,Чорна Гора,Київ,,2 кімнати,55 / 40 / 14 м²,поверх 3 з 17,,,,0
20 000 грн,Нивки,Подільський,Київ,2 кімнати,73 / 1 / 1 м²,поверх 21 з 24,хрущівка,панельні,1965.0,0
20 000 грн,ЖК L-квартал,Шулявка,Солом'янський,2 кімнати,43 / 26 / 15 м²,поверх 14 з 22,,,,0
21 000 грн,"ЖК вул. Каховська, 60",Микільська Слобідка,Дніпровський,2 кімнати,72 / 36 / 14 м²,поверх 22 з 25,цегляний будинок,2020,,0
17 000 грн,ЖК Поліський,Дарницький,Київ,2 кімнати,68 / 36 / 12 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2016.0,0
7 000 грн,Нивки,Шевченківський,Київ,2 кімнати,48 / 32 / 7 м²,поверх 9 з 9,хрущівка,панельні,1964.0,0
25 000 грн,ЖК Adamant,Солом'янка,Солом'янський,2 кімнати,55 / 1 / 1 м²,поверх 9 з 25,спец. проект,монолітно-каркасний,2018.0,0
13 500 грн,Нивки,Шевченківський,Київ,2 кімнати,57 / 30 / 15 м²,поверх 3 з 10,спец. проект,цегляний будинок,1993.0,0
12 000 грн,Березняки,Дніпровський,Київ,2 кімнати,45 / 29 / 7 м²,поверх 7 з 9,панельні,1971,,0
13 000 грн,ЖК Грюнвальд,Новобіличі,Святошинський,2 кімнати,60 / 32 / 15 м²,поверх 3 з 22,спец. проект,монолітно-каркасний,2014.0,0
30 000 грн,"ЖК вул. Новопольова, 2",Караваєві Дачі,Солом'янський,2 кімнати,70 / 35 / 15 м²,поверх 13 з 26,,,,0
10 000 грн,Осокорки,Дарницький,Київ,2 кімнати,87 / 53 / 13 м²,поверх 8 з 16,панельні,1995,,0
15 000 грн,ЖК SKY AVENUE,Чоколівка,Солом'янський,2 кімнати,53 / 20 / 12 м²,поверх 3 з 15,,,,0
25 000 грн,ЖК L-квартал,Шулявка,Солом'янський,2 кімнати,50 / 18 / 22 м²,поверх 8 з 25,спец. проект,монолітно-каркасний,2016.0,0
11 990 грн,Жуляни,Солом'янський,Київ,2 кімнати,61 / 32 / 9.5 м²,поверх 5 з 12,,,,0
23 000 грн,ЖК Файна Таун,Нивки,Шевченківський,2 кімнати,38 / 10 / 20 м²,поверх 4 з 7,,,,0
7 500 грн,Позняки,Дарницький,Київ,2 кімнати,60 / 30 / 9 м²,поверх 5 з 16,серія КТ,утеплена панель,1992.0,0
14 000 грн,Нова Дарниця,Дарницький,Київ,2 кімнати,52 / 34 / 8 м²,поверх 14 з 15,АППС,утеплена панель,1990.0,0
18 000 грн,Солом'янка,Київ,,2 кімнати,58 / 20 / 15 м²,поверх 6 з 25,,,,0
45 960 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,2 кімнати,60 / 35 / 15 м²,поверх 9 з 29,спец. проект,монолітно-каркасний,2014.0,0
13 500 грн,ЖК Кришталеві джерела,Феофанія,Голосіївський,2 кімнати,42 / 25 / 10 м²,поверх 8 з 9,спец. проект,цегляний будинок,2015.0,0
22 000 грн,"ЖК просп. Відрадний, 4",Відрадний,Солом'янський,2 кімнати,67 / 32 / 15 м²,поверх 18 з 25,спец. проект,монолітно-каркасний,2016.0,0
15 000 грн,Саперна Слобідка,Голосіївський,Київ,2 кімнати,43 / 15 / 20 м²,поверх 4 з 5,хрущівка,цегляний будинок,1966.0,0
17 000 грн,"ЖК вул. Васильченка, 3/24",Чоколівка,Солом'янський,2 кімнати,97 / 60 / 20 м²,поверх 14 з 14,спец. проект,монолітно-каркасний,2010.0,0
15 999 грн,ЖК Skyland,Теремки,Голосіївський,2 кімнати,45 / 18 / 19 м²,поверх 6 з 7,спец. проект,цегляний будинок,2015.0,0
11 000 грн,Біличі,Святошинський,Київ,2 кімнати,67 / 36 / 12 м²,поверх 14 з 15,спец. проект,монолітно-каркасний,2005.0,0
14 900 грн,Дарницький,Київ,,2 кімнати,55 / 30 / 5 м²,поверх 7 з 25,,,,0
25 000 грн,ЖК Henesi House,Татарка,Шевченківський,2 кімнати,72 / 40 / 14 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2021.0,0
20 000 грн,ЖК Венеція,Теремки-2,Голосіївський,2 кімнати,77 / 40 / 20 м²,поверх 12 з 16,спец. проект,монолітно-каркасний,2014.0,0
7 500 грн,Борщагівка,Святошинський,Київ,2 кімнати,44 / 29 / 6 м²,поверх 5 з 9,цегляний будинок,1971,,0
11 000 грн,Відрадний,Солом'янський,Київ,2 кімнати,45 / 30 / 8 м²,поверх 8 з 9,панельні,1966,,0
8 500 грн,Березняки,Дніпровський,Київ,2 кімнати,44 / 25 / 7 м²,поверх 5 з 9,чеський проект,панельні,1968.0,0
9 000 грн,Відрадний,Солом'янський,Київ,2 кімнати,49 / 20 / 6 м²,поверх 4 з 5,хрущівка,панельні,1963.0,0
12 000 грн,Русанівка,Дніпровський,Київ,2 кімнати,58 / 32 / 7 м²,поверх 9 з 9,чеський проект,панельні,1966.0,0
10 500 грн,Соцмісто,Дніпровський,Київ,2 кімнати,50 м²,поверх 7 з 9,панельні,1964,,0
10 000 грн,Троєщина,Деснянський,Київ,2 кімнати,58 / - / 10 м²,поверх 6 з 10,серія KП,цегляний будинок,1995.0,0
38 000 грн,Лук'янівка,Шевченківський,Київ,2 кімнати,90 / 68 / 15 м²,поверх 9 з 13,спец. проект,монолітно-каркасний,2002.0,0
8 000 грн,Нивки,Подільський,Київ,2 кімнати,49 / - / 7 м²,поверх 3 з 9,чеський проект,панельні,1973.0,0
45 960 грн,Печерськ,Печерський,Київ,2 кімнати,65 / - / 25 м²,поверх 17 з 22,,,,0
32 555 грн,Клубний будинок „New York“,Печерськ,Печерський,2 кімнати,56 / - / 34 м²,поверх 9 з 26,спец. проект,цегляний будинок,2015.0,0
7 500 грн,Соцмісто,Дніпровський,Київ,2 кімнати,44 / - / 7 м²,поверх 3 з 5,хрущівка,цегляний будинок,1959.0,0
7 500 грн,Лісовий,Деснянський,Київ,2 кімнати,48 / - / 9 м²,поверх 9 з 16,панельні,,,0
22 000 грн,Шевченківський,Київ,,2 кімнати,60 / - / 8.5 м²,поверх 25 з 27,цегляний будинок,,,0
8 000 грн,Вишгородський масив,Оболонський,Київ,2 кімнати,52 / - / 6 м²,поверх 4 з 9,спец. проект,цегляний будинок,1978.0,0
12 000 грн,Біличі,Святошинський,Київ,2 кімнати,45 / - / 8 м²,поверх 9 з 16,БПС,утеплена панель,1981.0,0
10 000 грн,Солом'янський,Київ,,2 кімнати,45 / - / 9 м²,поверх 2 з 2,,,,0
7 000 грн,Лісовий,Деснянський,Київ,2 кімнати,47 / - / 7 м²,поверх 1 з 9,,,,0
17 000 грн,ЖК Ліко-Град 2,Теремки-2,Голосіївський,2 кімнати,51 / - / 10 м²,поверх 2 з 10,спец. проект,цегляний будинок,2001.0,0
11 999 грн,Борщагівка,Святошинський,Київ,2 кімнати,58 / - / 9 м²,поверх 4 з 9,серія 96,утеплена панель,1981.0,0
21 990 грн,ЖК Відпочинок,Святошино,Святошинський,2 кімнати,67 / - / 12 м²,поверх 16 з 17,спец. проект,монолітно-каркасний,2014.0,0
7 500 грн,Троєщина,Деснянський,Київ,2 кімнати,48 / - / 9 м²,поверх 15 з 16,серія КТ,утеплена панель,1993.0,0
15 000 грн,Святошинський,Київ,,2 кімнати,39 / - / 12 м²,поверх 24 з 27,,,,0
17 500 грн,Шулявка,Солом'янський,Київ,2 кімнати,60 / - / 10 м²,поверх 4 з 4,сталінка,цегляний будинок,,0
12 500 грн,Позняки,Дарницький,Київ,2 кімнати,60 / - / 12.7 м²,поверх 8 з 10,серія 96,утеплена панель,1997.0,0
84 260 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,2 кімнати,94 / 56 / 36 м²,поверх 27 з 30,спец. проект,монолітно-каркасний,2014.0,0
22 000 грн,"ЖК вул. Замковецька, вул. Новомостицька",Замковище,Подільський,2 кімнати,59 / 20 / 22 м²,поверх 17 з 22,спец. проект,панельні,2018.0,0
27 500 грн,"ЖК вул. Урлівська (будм-к. 10, Позняки-2)",Позняки,Дарницький,2 кімнати,86 / 44 / 16 м²,поверх 22 з 25,спец. проект,монолітно-каркасний,2012.0,0
12 500 грн,Оболонь,Оболонський,Київ,2 кімнати,69 / 48 / 9 м²,поверх 7 з 16,БПС,утеплена панель,1980.0,0
22 000 грн,ЖК Нова Англія,Голосіїво,Голосіївський,2 кімнати,42 / 20 / 15 м²,поверх 18 з 19,спец. проект,панельні,2021.0,0
11 500 грн,Березняки,Дніпровський,Київ,2 кімнати,54 / 30 / 8 м²,поверх 6 з 16,спец. проект,цегляний будинок,1996.0,0
13 000 грн,Відрадний,Солом'янський,Київ,2 кімнати,38 / 26 / 6 м²,поверх 3 з 5,хрущівка,панельні,1966.0,0
40 000 грн,ЖК Файна Таун,Нивки,Шевченківський,2 кімнати,68 / 30 / 8 м²,поверх 6 з 8,,,,0
13 000 грн,Кадетський Гай,Солом'янський,Київ,2 кімнати,55 / 29 / 17 м²,поверх 12 з 18,спец. проект,монолітно-каркасний,2008.0,0
18 990 грн,ЖК Совські ставки,Солом'янський,Київ,2 кімнати,74 / 30 / 16 м²,поверх 9 з 26,,,,0
7 500 грн,Нивки,Шевченківський,Київ,2 кімнати,46 / 28 / 7 м²,поверх 3 з 5,хрущівка,цегляний будинок,1964.0,0
14 000 грн,Сирець,Подільський,Київ,2 кімнати,62 / 35 / 12 м²,поверх 6 з 9,серія КТ,утеплена панель,2008.0,0
7 500 грн,Соцмісто,Дніпровський,Київ,2 кімнати,45 / 32 / 8 м²,поверх 5 з 5,хрущівка,цегляний будинок,1961.0,0
28 000 грн,"ЖК DOCK32 (просп. Степана Бандери, 32д)",Київ,,2 кімнати,65 / 40 / 12 м²,поверх 7 з 26,,,,0
20 000 грн,Варшавський Мікрорайон,Виноградар,Подільський,2 кімнати,65 / 38 / 17 м²,поверх 16 з 20,спец. проект,монолітно-каркасний,2018.0,0
11 000 грн,Олександрівська Слобідка,Солом'янський,Київ,2 кімнати,80 / 37 / 10 м²,поверх 1 з 1,сталінка,цегляний будинок,1957.0,0
7 000 грн,Воскресенка,Дніпровський,Київ,2 кімнати,48 / 29 / 7 м²,поверх 2 з 5,хрущівка,цегляний будинок,1964.0,0
16 900 грн,"ЖК просп. Григоренко, 22/20",Позняки,Дарницький,2 кімнати,62 / 20 / 22 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2008.0,0
10 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,52 / 33 / 7 м²,поверх 5 з 9,панельні,1972,,0
14 000 грн,Оболонь,Оболонський,Київ,2 кімнати,80 / 54 / 8 м²,поверх 7 з 14,АППС,утеплена панель,1991.0,0
11 500 грн,Саперна Слобідка,Голосіївський,Київ,2 кімнати,52 / 28 / 8 м²,поверх 3 з 16,серія Т,утеплена панель,1986.0,0
15 000 грн,Вишгородський масив,Оболонський,Київ,2 кімнати,50 / 30 / 12 м²,поверх 4 з 5,хрущівка,цегляний будинок,1960.0,0
19 900 грн,ЖК Нова Англія,Голосіїво,Голосіївський,2 кімнати,42 / 20 / 15 м²,поверх 21 з 22,спец. проект,цегляний будинок,2018.0,0
13 000 грн,Теремки,Голосіївський,Київ,2 кімнати,33 / 22 / 8 м²,поверх 1 з 6,,,,0
19 000 грн,ЖК Паркові озера,Воскресенка,Дніпровський,2 кімнати,50 / 30 / 15 м²,поверх 23 з 25,спец. проект,монолітно-каркасний,2018.0,0
15 000 грн,Нивки,Шевченківський,Київ,2 кімнати,52 / 16 / 6 м²,поверх 3 з 5,хрущівка,панельні,1965.0,0
9 500 грн,Троєщина,Деснянський,Київ,2 кімнати,54 / 32 / 10 м²,поверх 7 з 13,АППС,утеплена панель,1996.0,0
12 000 грн,Теремки-2,Голосіївський,Київ,2 кімнати,52 / 29 / 12 м²,поверх 16 з 16,серія КТ,утеплена панель,1979.0,0
12 000 грн,Виноградар,Подільський,Київ,2 кімнати,52 / 30 / 7.5 м²,поверх 2 з 9,серія 134,утеплена панель,1986.0,0
11 000 грн,Вишгородський масив,Оболонський,Київ,2 кімнати,43 м²,поверх 1 з 5,хрущівка,цегляний будинок,1961.0,0
13 000 грн,Оболонь,Оболонський,Київ,2 кімнати,52 м²,поверх 12 з 14,серія 87,цегляний будинок,1983.0,0
14 000 грн,Соцмісто,Дніпровський,Київ,2 кімнати,46 м²,поверх 5 з 5,хрущівка,цегляний будинок,1960.0,0
12 000 грн,Дарницький,Київ,,2 кімнати,68 м²,15 поверх,,,,0
51 705 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,2 кімнати,60 / 35 / 25 м²,поверх 8 з 24,спец. проект,монолітно-каркасний,2014.0,0
13 000 грн,Дарницький,Київ,,2 кімнати,70 / 54 / 10 м²,20 поверх,,,,0
12 000 грн,Нова Дарниця,Дарницький,Київ,2 кімнати,63 / 30 / 13 м²,15 поверх,серія КТ,утеплена панель,2001.0,0
15 000 грн,Нова Дарниця,Дарницький,Київ,2 кімнати,51 м²,11 поверх,серія Т,утеплена панель,1988.0,0
16 000 грн,ЖК Новодарницький,Нова Дарниця,Дарницький,2 кімнати,68 м²,7 поверх,спец. проект,монолітно-каркасний,2018.0,0
19 000 грн,ЖК Озерні зорі,Березняки,Дніпровський,2 кімнати,59 / - / 9 м²,поверх 18 з 25,спец. проект,монолітно-каркасний,2013.0,0
30 000 грн,Кудрявець,Шевченківський,Київ,2 кімнати,87 / - / 12 м²,поверх 3 з 4,цегляний будинок,,,0
38 300 грн,Поділ,Подільський,Київ,2 кімнати,62 / - / 25 м²,поверх 9 з 9,,,,0
7 000 грн,Лісовий,Деснянський,Київ,2 кімнати,48 / - / 8 м²,поверх 5 з 9,чеський проект,панельні,1971.0,0
12 000 грн,Троєщина,Деснянський,Київ,2 кімнати,58 / - / 8 м²,поверх 5 з 10,серія 96,утеплена панель,1987.0,0
25 000 грн,"ЖК вул. Замковецька, вул. Новомостицька",Замковище,Подільський,2 кімнати,68 / - / 19 м²,поверх 16 з 17,спец. проект,панельні,2018.0,0
7 000 грн,Березняки,Дніпровський,Київ,2 кімнати,46 / - / 7 м²,поверх 3 з 5,чеський проект,панельні,1968.0,0
24 000 грн,Печерськ,Печерський,Київ,2 кімнати,54 / - / 14 м²,поверх 2 з 9,,,,0
22 000 грн,ЖК Козацький,Відрадний,Солом'янський,2 кімнати,70 / - / 13 м²,поверх 9 з 16,спец. проект,цегляний будинок,2018.0,0
20 000 грн,Подільський,Київ,,2 кімнати,65 / - / 10 м²,поверх 7 з 16,,,,0
45 960 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,2 кімнати,62 / - / 18 м²,поверх 9 з 30,спец. проект,монолітно-каркасний,2014.0,0
9 000 грн,Куренівка,Подільський,Київ,2 кімнати,45 / 33 / 7 м²,поверх 3 з 5,хрущівка,цегляний будинок,1963.0,0
9 000 грн,Вітряні Гори,Київ,,2 кімнати,59 / 32 / 10 м²,поверх 4 з 5,,,,0
32 500 грн,"ЖК вул. Солом'янська, 15а",Солом'янка,Солом'янський,2 кімнати,135 / 54 / 33 м²,поверх 16 з 26,спец. проект,монолітно-каркасний,2010.0,0
20 500 грн,Варшавський Мікрорайон,Виноградар,Подільський,2 кімнати,68 / 34 / 17 м²,поверх 10 з 25,спец. проект,монолітно-каркасний,2018.0,0
16 000 грн,Шулявка,Солом'янський,Київ,2 кімнати,65 / 35 / 10 м²,поверх 10 з 16,спец. проект,монолітно-каркасний,2003.0,0
19 000 грн,"ЖК пров. Моторний, 11",Багринова гора,Голосіївський,2 кімнати,74 / 34 / 18 м²,поверх 21 з 25,панельні,,,0
15 000 грн,ЖК Венеція,Теремки-2,Голосіївський,2 кімнати,50 / 19 / 9 м²,поверх 18 з 20,спец. проект,монолітно-каркасний,2014.0,0
10 000 грн,"ЖК вул. Хорольська, 1а",Стара Дарниця,Дніпровський,2 кімнати,70 / 40 / 15 м²,поверх 14 з 25,серія Т,панельні,2012.0,0
14 500 грн,Позняки,Дарницький,Київ,2 кімнати,62 / 40 / 12 м²,поверх 11 з 24,спец. проект,монолітно-каркасний,2014.0,0
8 000 грн,Стара Дарниця,Дніпровський,Київ,2 кімнати,52 / 30 / 10 м²,поверх 1 з 5,хрущівка,панельні,1967.0,0
18 000 грн,"ЖК вул. Феодосійська, 2 (є, ж, з, і)",Саперна Слобідка,Голосіївський,2 кімнати,61 / 49 / 12 м²,поверх 12 з 22,спец. проект,монолітно-каркасний,2014.0,0
65 110 грн,ЖК Файна Таун,Нивки,Шевченківський,2 кімнати,79 / 60 / 15 м²,поверх 16 з 16,,,,0
7 000 грн,Воскресенка,Дніпровський,Київ,2 кімнати,45 / 30 / 7 м²,поверх 5 з 5,хрущівка,цегляний будинок,1964.0,0
21 000 грн,"ЖК вул. Гарматна, 20",Шулявка,Солом'янський,2 кімнати,80 / 60 / 20 м²,поверх 9 з 19,спец. проект,цегляний будинок,2014.0,0
13 000 грн,Дарницький,Київ,,2 кімнати,75 / 37 / 12 м²,поверх 16 з 25,панельні,,,0
14 000 грн,Оболонь,Оболонський,Київ,2 кімнати,50 / 29 / 10 м²,поверх 2 з 9,серія 96,утеплена панель,1980.0,0
27 000 грн,ЖК Ліпінка,Мостицький масив,Подільський,2 кімнати,69 / 30 / 20 м²,поверх 2 з 6,спец. проект,цегляний будинок,2014.0,0
7 000 грн,Відрадний,Солом'янський,Київ,2 кімнати,42 / 28 / 6 м²,поверх 4 з 5,хрущівка,панельні,1964.0,0
16 500 грн,ЖК L-квартал,Солом'янський,Київ,2 кімнати,44 / 39 / 5 м²,поверх 3 з 24,,,,0
8 000 грн,Олександрівська Слобідка,Солом'янський,Київ,2 кімнати,43 / 28 / 6 м²,поверх 4 з 5,хрущівка,цегляний будинок,1968.0,0
15 000 грн,Голосіївський,Київ,,2 кімнати,75 / 40 / 15 м²,поверх 4 з 25,,,,0
16 500 грн,ЖК Міністерський,Мінський,Оболонський,2 кімнати,70 / 40 / 16 м²,поверх 4 з 25,спец. проект,монолітно-каркасний,2015.0,0
10 000 грн,Нивки,Шевченківський,Київ,2 кімнати,55 / 35 / 8 м²,поверх 1 з 5,хрущівка,цегляний будинок,1959.0,0
18 500 грн,"ЖК вул. Миколи Голего (Лебедєва-Кумача), 7в",Караваєві Дачі,Солом'янський,2 кімнати,65 / 40 / 18 м²,поверх 14 з 22,спец. проект,монолітно-каркасний,2012.0,0
12 000 грн,"ЖК вул. Милославська, 2, 2б, 2в",Троєщина,Деснянський,2 кімнати,70 / 36 / 15 м²,поверх 18 з 25,спец. проект,утеплена панель,2013.0,0
5 500 грн,Дніпровський,Київ,,2 кімнати,47 / 37 / 7 м²,поверх 4 з 5,,,,0
7 500 грн,Виноградар,Подільський,Київ,2 кімнати,40 м²,поверх 7 з 9,чеський проект,панельні,1977.0,0
9 000 грн,Вишгородський масив,Оболонський,Київ,2 кімнати,55 м²,поверх 11 з 12,серія КТ,утеплена панель,1979.0,0
9 000 грн,Нивки,Святошинський,Київ,2 кімнати,42 / - / 6 м²,поверх 3 з 5,хрущівка,панельні,1964.0,0
8 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,46 / - / 7 м²,поверх 9 з 9,панельні,1969,,0
10 000 грн,Новобіличі,Святошинський,Київ,2 кімнати,55 / - / 8 м²,поверх 2 з 16,АППС,утеплена панель,1987.0,0
25 080 грн,ЖК Зелений острів-2,Сирець,Шевченківський,2 кімнати,75 / - / 35 м²,поверх 5 з 25,спец. проект,монолітно-каркасний,2014.0,0
13 000 грн,Солом'янський,Київ,,2 кімнати,52 / - / 14 м²,поверх 8 з 14,монолітно-каркасний,,,0
13 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,45 / - / 10 м²,поверх 1 з 9,панельні,1974,,0
30 640 грн,"ЖК вул. Петра Радченка, 27-29",Олександрівська Слобідка,Солом'янський,2 кімнати,62.4 / - / 18 м²,поверх 24 з 26,,,,0
61 280 грн,Печерський,Київ,,2 кімнати,75 / - / 23 м²,поверх 2 з 6,цегляний будинок,,,0
19 000 грн,"ЖК вул. Урловська, 19",Позняки,Дарницький,2 кімнати,73.2 / - / 12.3 м²,поверх 17 з 22,серія КТ,утеплена панель,2006.0,0
17 000 грн,ЖК Кассіопея,Лівобережний масив,Дніпровський,2 кімнати,75 / - / 25 м²,поверх 5 з 25,спец. проект,монолітно-каркасний,2017.0,0
10 000 грн,ЖК Champion City,Багринова гора,Голосіївський,2 кімнати,40 / - / 8 м²,поверх 5 з 16,,,,0
10 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,48 / - / 7 м²,поверх 3 з 9,панельні,1969,,0
15 000 грн,Солом'янка,Солом'янський,Київ,2 кімнати,50 / - / 5 м²,поверх 1 з 9,чеський проект,панельні,1970.0,0
20 800 грн,Мінський,Оболонський,Київ,2 кімнати,50 / - / 11 м²,поверх 23 з 26,,,,0
12 000 грн,Нова Дарниця,Дарницький,Київ,2 кімнати,63 / - / 13 м²,поверх 2 з 17,серія КТ,утеплена панель,2001.0,0
24 000 грн,Солдатська слобідка,Шевченківський,Київ,2 кімнати,59 / 32 / 12 м²,поверх 3 з 6,сталінка,цегляний будинок,1959.0,0
30 640 грн,ЖК Златоустівський,Солдатська слобідка,Шевченківський,2 кімнати,77 / 40 / 18 м²,поверх 9 з 16,спец. проект,монолітно-каркасний,2013.0,0
18 500 грн,ЖК PARKLAND,Солом'янський,Київ,2 кімнати,46 / 28 / 17 м²,поверх 2 з 10,спец. проект,монолітно-каркасний,2017.0,0
68 940 грн,ЖК Новопечерські Липки,Чорна Гора,Київ,2 кімнати,55 / 21 / 19 м²,поверх 17 з 18,,,,0
20 000 грн,"ЖК вул. Канальна, 8",Дарницький,Київ,2 кімнати,45 / 20 / 17 м²,поверх 19 з 22,,,,0
10 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,61 / 30 / 9 м²,поверх 9 з 14,спец. проект,цегляний будинок,1979.0,0
11 000 грн,Осокорки,Дарницький,Київ,2 кімнати,68 / 30 / 15 м²,поверх 17 з 18,спец. проект,утеплена панель,2003.0,0
12 000 грн,Березняки,Дніпровський,Київ,2 кімнати,58 / 32 / 8 м²,поверх 7 з 9,чеський проект,панельні,1970.0,0
12 000 грн,Райдужний,Дніпровський,Київ,2 кімнати,52 / 44 / 8 м²,поверх 1 з 9,серія 96,утеплена панель,1981.0,0
16 000 грн,ДВРЗ,Дніпровський,Київ,2 кімнати,61 / 38 / 11 м²,поверх 8 з 16,спец. проект,монолітно-каркасний,2004.0,0
12 000 грн,Виноградар,Подільський,Київ,2 кімнати,55 / 31 / 8 м²,поверх 11 з 16,серія КТ,утеплена панель,1986.0,0
19 916 грн,ЖК Британський квартал,Жуляни,Голосіївський,2 кімнати,57 / 40 / 15 м²,поверх 9 з 9,спец. проект,панельні,2015.0,0
20 000 грн,мкрн Позняки-4а,Позняки,Дарницький,2 кімнати,70 / 50 / 12 м²,поверх 12 з 25,спец. проект,монолітно-каркасний,2015.0,0
8 500 грн,Борщагівка,Святошинський,Київ,2 кімнати,45.6 / 26.5 / 8.2 м²,поверх 15 з 16,БПС,утеплена панель,1978.0,0
12 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,52 / 30 / 8.5 м²,поверх 1 з 12,серія КТ,утеплена панель,1976.0,0
12 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,50 / 40 / 10 м²,поверх 9 з 9,серія 96,утеплена панель,1984.0,0
7 000 грн,Соцмісто,Дніпровський,Київ,2 кімнати,42 / 32 / 5 м²,поверх 3 з 5,хрущівка,панельні,1960.0,0
8 000 грн,Троєщина,Деснянський,Київ,2 кімнати,54 / 30 / 8 м²,поверх 7 з 9,серія 96,утеплена панель,1983.0,0
9 000 грн,Відрадний,Солом'янський,Київ,2 кімнати,48 / 28 / 6 м²,поверх 4 з 5,хрущівка,панельні,1965.0,0
11 000 грн,Первомайський масив,Солом'янський,Київ,2 кімнати,45 / 28 / 6 м²,поверх 5 з 5,хрущівка,цегляний будинок,1965.0,0
9 000 грн,Куренівка,Подільський,Київ,2 кімнати,50 / 30 / 8 м²,поверх 2 з 9,серія 96,утеплена панель,1990.0,0
13 500 грн,Біличі,Святошинський,Київ,2 кімнати,75 / 40 / 9 м²,поверх 7 з 16,спец. проект,цегляний будинок,1990.0,0
7 000 грн,Райдужний,Дніпровський,Київ,2 кімнати,50 / 32 / 8 м²,поверх 4 з 9,серія 134,утеплена панель,1986.0,0
18 500 грн,ЖК L-квартал,Шулявка,Солом'янський,2 кімнати,43 / 16 / 14 м²,поверх 18 з 21,,,,0
7 500 грн,Соцмісто,Дніпровський,Київ,2 кімнати,45 / 35 / 6 м²,поверх 4 з 5,хрущівка,панельні,1960.0,0
8 000 грн,Райдужний,Дніпровський,Київ,2 кімнати,52 / 29 / 8 м²,поверх 1 з 16,БПС,утеплена панель,1981.0,0
15 000 грн,Березняки,Дніпровський,Київ,2 кімнати,59 / 45 / 9 м²,поверх 4 з 9,чеський проект,панельні,1969.0,0
9 500 грн,Лісовий,Деснянський,Київ,2 кімнати,60 / - / 8 м²,поверх 1 з 9,чеський проект,панельні,1972.0,0
9 990 грн,Борщагівка,Святошинський,Київ,2 кімнати,48 / - / 9 м²,поверх 5 з 9,чеський проект,панельні,1969.0,0
23 000 грн,Голосіївський,Київ,,2 кімнати,42 / - / 16 м²,поверх 12 з 16,,,,0
9 000 грн,Святошинський,Київ,,2 кімнати,50 / - / 8 м²,поверх 6 з 14,,,,0
8 000 грн,Мінський,Оболонський,Київ,2 кімнати,60 / - / 9 м²,поверх 11 з 16,серія Т,утеплена панель,1990.0,0
9 000 грн,Лісовий,Деснянський,Київ,2 кімнати,47 / - / 7 м²,поверх 5 з 5,хрущівка,панельні,1967.0,0
8 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,52 / - / 7 м²,поверх 5 з 9,панельні,1981,,0
14 000 грн,ЖК Артемівський,Сирець,Шевченківський,2 кімнати,55 / - / 10 м²,поверх 21 з 25,спец. проект,цегляний будинок,2015.0,0
