price,dist1,dist2,dist3,rooms,square,floor,type1,type2,type3,metro
53 620 грн,ЖК Парк-холл Горький,Нова забудова,Голосіївський,3 кімнати,120 / 90 / 12 м²,поверх 9 з 13,спец. проект,монолітно-каркасний,22 січня,0
38 300 грн,Березняки,Дніпровський,Київ,3 кімнати,105 / 70 / 10 м²,поверх 11 з 25,спец. проект,монолітно-каркасний,23 січня,0
76 600 грн,"ЖК Кловський узвіз, 7",Печерськ,Печерський,4 кімнати,195 / 135 / 50 м²,поверх 21 з 45,спец. проект,монолітно-каркасний,сьогодні о 18:01,0
27 000 грн,Лівобережний масив,Дніпровський,Київ,3 кімнати,110 / 64 / 15 м²,поверх 7 з 22,спец. проект,монолітно-каркасний,8 січня,0
15 000 грн,Осокорки,Дарницький,Київ,3 кімнати,95 / 55 / 12 м²,поверх 16 з 16,серія КТ,утеплена панель,19 січня,0
38 262 грн,ЖК Оазис,Оболонь,Оболонський,4 кімнати,158 / 64 / 33 м²,поверх 11 з 12,спец. проект,монолітно-каркасний,23 січня,0
45 960 грн,Солдатська слобідка,Шевченківський,Київ,4 кімнати,180 / 98 / 23 м²,поверх 3 з 9,спец. проект,монолітно-каркасний,23 січня,0
15 000 грн,Оболонь,Оболонський,Київ,3 кімнати,75 / 55 / 9 м²,поверх 12 з 12,серія 134,утеплена панель,сьогодні о 10:01,0
76 600 грн,Історичний центр,Шевченківський,Київ,4 кімнати,147.2 / 100 / 20 м²,поверх 5 з 5,сталінка,цегляний будинок,вчора о 11:28,0
45 960 грн,"ЖК бульвар Лесі Українки, 23, 30Б",Нижній Печерськ,Печерський,3 кімнати,146 / 50 / 25 м²,поверх 4 з 24,спец. проект,монолітно-каркасний,сьогодні о 10:30,0
30 640 грн,ЖК Botanic Towers,Нова забудова,Шевченківський,3 кімнати,120 / 75 / 35 м²,поверх 10 з 28,спец. проект,монолітно-каркасний,вчора о 09:14,0
114 900 грн,ЖК PecherSKY,Звіринець,Печерський,3 кімнати,155 / 75 / 15 м²,поверх 18 з 25,спец. проект,монолітно-каркасний,19 січня,0
80 430 грн,"ЖК бульвар Лесі Українки, 23А",Печерськ,Печерський,4 кімнати,198 / 125 / 16 м²,поверх 11 з 13,спец. проект,монолітно-каркасний,сьогодні о 09:04,0
57 450 грн,ЖК Никольский град,Лівобережний масив,Дніпровський,5 кімнат,212 / 100 / 50 м²,поверх 17 з 25,спец. проект,монолітно-каркасний,сьогодні о 08:16,0
222 102 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,186 / 70 / 60 м²,поверх 18 з 22,спец. проект,монолітно-каркасний,22 січня,0
37 000 грн,Нова забудова,Шевченківський,Київ,3 кімнати,140 / 75 / 18 м²,поверх 3 з 4,дореволюційний,цегляний будинок,сьогодні о 09:34,0
65 110 грн,"ЖК вул. Щекавицька, 30/39",Поділ,Подільський,4 кімнати,161 / 120 / 15 м²,поверх 4 з 8,спец. проект,монолітно-каркасний,23 січня,0
99 580 грн,"ЖК вул. Круглоуніверситетська, 3-5",Липки,Печерський,5 кімнат,225 / 113 / 12 м²,поверх 12 з 13,спец. проект,монолітно-каркасний,вчора о 18:56,0
88 090 грн,Старий Київ,Шевченківський,Київ,4 кімнати,200 / 120 / 20 м²,поверх 5 з 7,дореволюційний,цегляний будинок,17 січня,0
38 300 грн,ЖК Комфорт Таун,Дніпровський,Київ,3 кімнати,69 / 40 / 25 м²,поверх 7 з 9,спец. проект,монолітно-каркасний,сьогодні о 11:03,0
23 000 грн,Осокорки,Дарницький,Київ,3 кімнати,108 / 70 / 19 м²,поверх 17 з 23,спец. проект,монолітно-каркасний,сьогодні о 12:11,0
49 790 грн,Нова забудова,Шевченківський,Київ,4 кімнати,180 / 70 / 60 м²,поверх 2 з 4,цегляний будинок,,19 січня,0
57 450 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,100 / 60 / 20 м²,поверх 7 з 23,спец. проект,монолітно-каркасний,19 січня,0
9 000 грн,Нова Дарниця,Дарницький,Київ,3 кімнати,58 / 38 / 8 м²,поверх 5 з 5,хрущівка,цегляний будинок,23 січня,0
25 000 грн,Позняки,Дарницький,Київ,3 кімнати,102 / 60 / 20 м²,поверх 11 з 22,спец. проект,монолітно-каркасний,18 січня,0
72 770 грн,Солдатська слобідка,Шевченківський,Київ,4 кімнати,170 / 114 / 25 м²,поверх 9 з 10,спец. проект,монолітно-каркасний,сьогодні о 09:52,0
32 000 грн,ЖК Оазис,Оболонь,Оболонський,3 кімнати,135 / 60 / 15 м²,поверх 5 з 10,спец. проект,монолітно-каркасний,сьогодні о 08:15,0
42 130 грн,Шулявка,Шевченківський,Київ,3 кімнати,140 / 80 / 16 м²,поверх 16 з 16,спец. проект,монолітно-каркасний,23 січня,0
14 500 грн,Мостицький масив,Подільський,Київ,3 кімнати,71 / 52 / 10 м²,поверх 8 з 10,серія 96,утеплена панель,вчора о 18:44,0
344 700 грн,Голосіївський,Київ,,4 кімнати,300 / 180 / 27 м²,поверх 10 з 11,,,сьогодні о 11:18,0
19 000 грн,"ЖК вул. Урлівська, 38 (будм-к. 4, Позняки-2)",Позняки,Дарницький,3 кімнати,96 / 50 / 10 м²,поверх 25 з 25,АППС,утеплена панель,19 січня,0
38 300 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,65 / 30 / 15 м²,поверх 10 з 23,спец. проект,монолітно-каркасний,сьогодні о 11:04,0
57 450 грн,"ЖК вул. Євгена Коновальця (Щорса), 36е",Нижній Печерськ,Печерський,3 кімнати,110 / 40 / 40 м²,поверх 9 з 12,спец. проект,монолітно-каркасний,вчора о 12:19,0
25 000 грн,"ЖК вул. Волинська, 10",Первомайський масив,Солом'янський,4 кімнати,115 / 86 / 14 м²,поверх 16 з 25,спец. проект,монолітно-каркасний,вчора о 22:06,0
12 000 грн,Оболонь,Оболонський,Київ,3 кімнати,62 / 41 / 7.8 м²,поверх 7 з 9,панельні,1977,вчора о 17:33,0
25 000 грн,ЖК Оазис,Оболонь,Оболонський,3 кімнати,120 / 60 / 25 м²,поверх 9 з 24,спец. проект,монолітно-каркасний,сьогодні о 08:38,0
61 280 грн,"ЖК вул. Ірининська, 5-7",Старий Київ,Шевченківський,3 кімнати,170 / 75 / 50 м²,поверх 4 з 15,спец. проект,монолітно-каркасний,19 січня,0
13 500 грн,Відрадний,Солом'янський,Київ,3 кімнати,68 / 42 / 9 м²,поверх 9 з 9,цегляний будинок,1969,вчора о 11:59,0
14 000 грн,Оболонь,Оболонський,Київ,3 кімнати,68.7 / 41.6 / 9.1 м²,поверх 3 з 9,серія 96,утеплена панель,15 січня,0
38 000 грн,Кадетський Гай,Солом'янський,Київ,4 кімнати,155 / 75 / 28 м²,поверх 14 з 15,спец. проект,монолітно-каркасний,16 січня,0
134 050 грн,ЖК Липська вежа,Липки,Печерський,4 кімнати,144.9 / 132 / 11.7 м²,поверх 3 з 24,спец. проект,монолітно-каркасний,22 січня,0
57 450 грн,ЖК Введенський,Печерськ,Печерський,4 кімнати,137 / 1 / 1 м²,поверх 3 з 8,спец. проект,монолітно-каркасний,сьогодні о 11:51,0
45 960 грн,Нижній Печерськ,Печерський,Київ,4 кімнати,185 / 110 / 20 м²,поверх 24 з 26,спец. проект,монолітно-каркасний,сьогодні о 11:51,0
28 000 грн,Соцмісто,Дніпровський,Київ,4 кімнати,116 / 68 / 13 м²,поверх 11 з 22,спец. проект,монолітно-каркасний,вчора о 19:00,0
8 000 грн,Лісовий,Деснянський,Київ,3 кімнати,65 / 45 / 9 м²,поверх 7 з 9,серія 87,цегляний будинок,7 січня,0
76 600 грн,ЖК Elyseum,Шулявка,Шевченківський,4 кімнати,146 / 100 / 25 м²,поверх 25 з 26,спец. проект,монолітно-каркасний,19 січня,0
187 670 грн,ЖК Tetris Hall,Нова забудова,Печерський,3 кімнати,110 / 78 / 26 м²,поверх 19 з 25,спец. проект,монолітно-каркасний,22 січня,0
76 600 грн,Липки,Печерський,Київ,4 кімнати,186 / 120 / 17 м²,поверх 6 з 6,дореволюційний,цегляний будинок,сьогодні о 11:17,0
36 000 грн,Чорна Гора,Печерський,Київ,3 кімнати,77 / 38 / 12 м²,поверх 2 з 24,цегляний будинок,,сьогодні о 11:41,0
19 000 грн,мкрн Позняки-4а,Позняки,Дарницький,3 кімнати,95 / 53 / 14 м²,поверх 14 з 25,спец. проект,монолітно-каркасний,вчора о 10:44,0
38 300 грн,ЖК Творець,Нижній Печерськ,Печерський,3 кімнати,110 / 70 / 10 м²,поверх 12 з 18,спец. проект,монолітно-каркасний,23 січня,0
